workclass,education-num,marital-status,sex,hours-per-week,native-country,decision
 Private,7, Never-married, Male,16, United-States, <=50K
 Private,10, Separated, Female,40, Germany, <=50K
 Self-emp-not-inc,11, Married-civ-spouse, Male,45, United-States, <=50K
 ?,8, Never-married, Male,48, United-States, <=50K
 Self-emp-inc,4, Married-civ-spouse, Male,40, United-States, >50K
 ?,9, Married-civ-spouse, Male,40, United-States, <=50K
 Self-emp-not-inc,6, Married-civ-spouse, Female,35, ?, >50K
 Self-emp-not-inc,14, Divorced, Female,10, United-States, <=50K
 Local-gov,6, Never-married, Male,65, Haiti, <=50K
 Private,7, Divorced, Female,36, United-States, <=50K
 Local-gov,13, Married-civ-spouse, Male,40, United-States, <=50K
 Private,10, Never-married, Female,40, United-States, <=50K
 Private,9, Never-married, Female,40, United-States, <=50K
 Self-emp-not-inc,13, Married-civ-spouse, Male,50, United-States, >50K
 Self-emp-not-inc,9, Married-civ-spouse, Male,40, United-States, <=50K
 Self-emp-not-inc,13, Married-civ-spouse, Male,50, United-States, <=50K
 Private,9, Divorced, Female,40, United-States, <=50K
 Private,9, Separated, Female,44, Cuba, <=50K
 Private,10, Married-civ-spouse, Male,55, United-States, <=50K
 Local-gov,13, Married-civ-spouse, Male,45, United-States, >50K
 Private,10, Never-married, Female,40, United-States, <=50K
 Private,14, Never-married, Female,40, United-States, <=50K
 Self-emp-not-inc,13, Married-civ-spouse, Male,60, United-States, >50K
 Self-emp-not-inc,9, Married-civ-spouse, Male,30, United-States, >50K
 Private,13, Never-married, Male,45, ?, >50K
 Private,9, Never-married, Male,55, United-States, <=50K
 Federal-gov,12, Married-civ-spouse, Male,40, United-States, >50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Federal-gov,16, Never-married, Female,99, United-States, <=50K
 Private,14, Never-married, Male,56, United-States, <=50K
 Federal-gov,13, Separated, Male,40, United-States, >50K
 Private,10, Never-married, Female,40, United-States, <=50K
 Private,9, Never-married, Male,45, United-States, <=50K
 Private,9, Never-married, Female,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,10, Married-civ-spouse, Male,40, United-States, <=50K
 Private,6, Never-married, Female,20, United-States, <=50K
 Private,9, Never-married, Male,48, United-States, >50K
 Private,9, Divorced, Male,65, United-States, <=50K
 Private,4, Separated, Female,25, United-States, <=50K
 Self-emp-inc,13, Married-civ-spouse, Male,50, Japan, >50K
 Private,9, Separated, Female,35, United-States, <=50K
 Local-gov,10, Married-civ-spouse, Male,60, United-States, >50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,4, Married-civ-spouse, Male,40, United-States, <=50K
 Private,4, Widowed, Female,10, United-States, <=50K
 Self-emp-not-inc,9, Married-civ-spouse, Female,12, United-States, <=50K
 Private,9, Never-married, Male,1, Vietnam, <=50K
 Private,9, Married-civ-spouse, Male,55, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,13, Never-married, Male,50, United-States, >50K
 Self-emp-inc,11, Married-civ-spouse, Male,40, United-States, <=50K
 Private,10, Married-civ-spouse, Male,40, United-States, <=50K
 Self-emp-not-inc,10, Married-civ-spouse, Male,50, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Self-emp-not-inc,9, Never-married, Male,30, United-States, <=50K
 Local-gov,9, Never-married, Male,40, United-States, <=50K
 Private,11, Married-civ-spouse, Female,40, United-States, >50K
 Private,10, Married-civ-spouse, Male,40, United-States, <=50K
 Private,9, Separated, Female,20, United-States, <=50K
 State-gov,16, Married-civ-spouse, Female,48, United-States, >50K
 ?,9, Married-civ-spouse, Female,20, United-States, <=50K
 Private,13, Married-civ-spouse, Male,40, United-States, >50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Local-gov,7, Never-married, Male,10, United-States, <=50K
 Private,13, Married-civ-spouse, Male,50, ?, >50K
 Private,4, Divorced, Female,35, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Self-emp-not-inc,9, Divorced, Female,50, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, >50K
 Self-emp-not-inc,10, Married-civ-spouse, Male,40, United-States, <=50K
 Local-gov,13, Never-married, Female,15, United-States, <=50K
 ?,6, Never-married, Male,40, United-States, <=50K
 Private,7, Never-married, Male,40, United-States, <=50K
 Private,11, Married-civ-spouse, Male,50, United-States, >50K
 Private,10, Widowed, Female,3, United-States, <=50K
 Private,10, Never-married, Female,40, United-States, <=50K
 Private,12, Married-spouse-absent, Female,35, United-States, <=50K
 Private,9, Never-married, Female,40, United-States, <=50K
 State-gov,10, Divorced, Female,35, United-States, <=50K
 Private,5, Married-civ-spouse, Male,55, United-States, <=50K
 Private,9, Divorced, Male,46, ?, <=50K
 Private,13, Never-married, Male,25, United-States, <=50K
 ?,13, Married-civ-spouse, Male,18, United-States, <=50K
 Private,6, Never-married, Male,40, ?, <=50K
 ?,7, Never-married, Female,8, United-States, <=50K
 Self-emp-not-inc,15, Married-civ-spouse, Male,45, United-States, >50K
 Private,13, Married-civ-spouse, Male,40, United-States, <=50K
 Local-gov,10, Divorced, Male,56, United-States, >50K
 Private,13, Divorced, Male,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,45, United-States, >50K
 Self-emp-not-inc,10, Married-civ-spouse, Male,55, United-States, >50K
 Private,12, Married-civ-spouse, Male,30, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,13, Widowed, Male,40, United-States, >50K
 Private,13, Never-married, Male,30, United-States, <=50K
 Private,9, Never-married, Male,40, United-States, <=50K
 Self-emp-not-inc,9, Never-married, Male,40, United-States, <=50K
 Private,10, Divorced, Female,30, United-States, <=50K
 Private,10, Never-married, Female,60, United-States, <=50K
 Private,8, Never-married, Male,40, Mexico, <=50K
 Self-emp-inc,9, Married-civ-spouse, Male,80, United-States, >50K
 Private,10, Married-civ-spouse, Male,50, United-States, >50K
 Private,9, Divorced, Male,40, United-States, <=50K
 Private,13, Married-civ-spouse, Female,40, United-States, >50K
 Private,9, Never-married, Female,40, United-States, <=50K
 Private,11, Married-civ-spouse, Female,42, United-States, >50K
 Local-gov,16, Married-civ-spouse, Female,52, United-States, >50K
 Private,10, Married-civ-spouse, Male,40, United-States, <=50K
 ?,9, Married-spouse-absent, Male,70, United-States, <=50K
 Private,13, Married-civ-spouse, Male,40, United-States, >50K
 ?,9, Divorced, Male,40, United-States, <=50K
 Private,12, Divorced, Male,35, United-States, <=50K
 Private,13, Never-married, Male,40, United-States, <=50K
 Self-emp-inc,10, Married-civ-spouse, Male,60, United-States, >50K
 Private,10, Never-married, Male,50, United-States, <=50K
 ?,7, Married-civ-spouse, Male,30, United-States, <=50K
 ?,10, Never-married, Male,40, United-States, <=50K
 Private,14, Never-married, Male,50, United-States, <=50K
 Private,11, Married-civ-spouse, Male,40, United-States, >50K
 Private,13, Never-married, Female,40, United-States, <=50K
 State-gov,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,14, Widowed, Female,38, United-States, <=50K
 Private,10, Never-married, Female,30, United-States, <=50K
 Private,13, Never-married, Female,30, United-States, <=50K
 Private,4, Widowed, Female,30, United-States, <=50K
 Private,14, Married-civ-spouse, Male,40, United-States, >50K
 ?,9, Married-spouse-absent, Male,35, United-States, <=50K
 Private,9, Divorced, Female,40, United-States, <=50K
 Private,12, Divorced, Male,40, United-States, <=50K
 Private,9, Divorced, Male,40, United-States, <=50K
 State-gov,10, Never-married, Male,40, United-States, <=50K
 Private,13, Never-married, Male,40, Canada, <=50K
 Private,9, Married-civ-spouse, Female,40, United-States, <=50K
 Private,10, Divorced, Female,40, United-States, <=50K
 Self-emp-not-inc,10, Married-civ-spouse, Male,60, United-States, <=50K
 Private,9, Never-married, Male,40, United-States, <=50K
 Private,11, Never-married, Male,40, United-States, <=50K
 Private,10, Divorced, Female,40, United-States, <=50K
 ?,12, Married-civ-spouse, Male,40, United-States, >50K
 Private,14, Never-married, Female,40, United-States, <=50K
 Federal-gov,10, Married-civ-spouse, Female,40, United-States, <=50K
 State-gov,14, Never-married, Male,40, United-States, <=50K
 Local-gov,13, Never-married, Male,24, United-States, <=50K
 Self-emp-inc,9, Married-civ-spouse, Male,50, United-States, <=50K
 Private,10, Separated, Female,35, United-States, <=50K
 Private,16, Never-married, Female,65, United-States, >50K
 Private,9, Married-civ-spouse, Male,50, United-States, >50K
 Private,9, Never-married, Male,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,45, United-States, <=50K
 Private,10, Never-married, Male,40, United-States, <=50K
 Private,13, Never-married, Male,70, United-States, >50K
 Private,10, Divorced, Female,45, United-States, <=50K
 Private,12, Never-married, Female,40, United-States, >50K
 ?,10, Never-married, Female,40, United-States, <=50K
 Private,7, Married-civ-spouse, Male,40, United-States, <=50K
 Private,13, Married-civ-spouse, Male,30, United-States, >50K
 Private,9, Never-married, Male,48, United-States, <=50K
 Self-emp-inc,16, Married-civ-spouse, Male,40, United-States, >50K
 Self-emp-not-inc,14, Married-civ-spouse, Male,60, United-States, <=50K
 Self-emp-not-inc,5, Married-civ-spouse, Male,70, United-States, <=50K
 Private,9, Separated, Male,40, United-States, <=50K
 Private,9, Divorced, Female,15, United-States, <=50K
 Self-emp-not-inc,14, Married-civ-spouse, Male,55, United-States, >50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,9, Divorced, Female,40, United-States, <=50K
 Private,9, Never-married, Female,45, United-States, <=50K
 Private,5, Married-civ-spouse, Female,10, United-States, <=50K
 Self-emp-not-inc,10, Never-married, Male,40, United-States, <=50K
 Private,9, Married-civ-spouse, Female,40, United-States, <=50K
 Self-emp-not-inc,12, Divorced, Male,60, United-States, <=50K
 Local-gov,9, Married-spouse-absent, Female,35, United-States, <=50K
 Private,9, Divorced, Male,50, United-States, <=50K
 Private,10, Married-civ-spouse, Male,40, United-States, <=50K
 Private,10, Never-married, Female,20, United-States, <=50K
 Private,13, Married-spouse-absent, Female,24, United-States, <=50K
 Private,11, Never-married, Female,40, United-States, <=50K
 Private,10, Never-married, Female,40, United-States, <=50K
 Private,8, Never-married, Female,20, United-States, <=50K
 Private,9, Married-civ-spouse, Male,60, United-States, <=50K
 Private,3, Married-civ-spouse, Male,40, Mexico, <=50K
 Private,13, Never-married, Female,40, United-States, <=50K
 Private,9, Divorced, Male,54, United-States, <=50K
 Private,13, Never-married, Female,40, United-States, <=50K
 Private,10, Married-civ-spouse, Male,40, United-States, >50K
 Private,6, Separated, Female,38, United-States, <=50K
 ?,7, Never-married, Female,32, United-States, <=50K
 Private,11, Divorced, Male,40, United-States, <=50K
 Private,13, Married-civ-spouse, Male,40, United-States, >50K
 Private,9, Divorced, Female,25, United-States, <=50K
 Self-emp-inc,9, Married-civ-spouse, Male,60, United-States, >50K
 Local-gov,10, Never-married, Male,30, United-States, <=50K
 Self-emp-inc,14, Married-civ-spouse, Male,40, United-States, >50K
 ?,14, Married-civ-spouse, Female,48, United-States, >50K
 Private,9, Married-civ-spouse, Female,40, United-States, <=50K
 Private,10, Married-civ-spouse, Male,50, United-States, >50K
 Private,13, Divorced, Male,40, United-States, <=50K
 Self-emp-inc,13, Married-civ-spouse, Male,60, United-States, >50K
 State-gov,16, Married-civ-spouse, Male,50, United-States, >50K
 Private,6, Never-married, Male,30, United-States, <=50K
 Private,9, Never-married, Male,40, United-States, <=50K
 Private,14, Never-married, Male,60, United-States, >50K
 Private,10, Divorced, Female,40, United-States, <=50K
 Private,13, Never-married, Male,40, United-States, <=50K
 State-gov,9, Never-married, Male,40, United-States, <=50K
 Private,10, Never-married, Male,40, United-States, <=50K
 Private,4, Married-civ-spouse, Male,48, United-States, <=50K
 Private,9, Divorced, Male,45, United-States, <=50K
 Private,9, Never-married, Male,50, United-States, <=50K
 Private,13, Widowed, Female,7, United-States, <=50K
 Private,12, Divorced, Female,40, United-States, <=50K
 Local-gov,13, Never-married, Female,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,50, United-States, <=50K
 Private,10, Never-married, Female,25, United-States, <=50K
 Private,6, Married-civ-spouse, Male,40, United-States, <=50K
 Private,12, Never-married, Male,25, Columbia, <=50K
 Self-emp-inc,13, Married-civ-spouse, Male,40, United-States, >50K
 Local-gov,14, Married-civ-spouse, Male,40, United-States, >50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,7, Married-civ-spouse, Male,40, United-States, >50K
 Private,7, Married-civ-spouse, Male,30, United-States, <=50K
 Self-emp-not-inc,13, Married-civ-spouse, Male,80, United-States, >50K
 Private,15, Never-married, Male,10, India, <=50K
 Private,9, Divorced, Male,25, United-States, <=50K
 Private,9, Separated, Male,45, United-States, <=50K
 Private,8, Never-married, Male,46, United-States, <=50K
 Private,9, Widowed, Male,16, United-States, <=50K
 Self-emp-not-inc,11, Married-civ-spouse, Male,60, United-States, >50K
 Private,6, Divorced, Male,40, United-States, <=50K
 Private,10, Never-married, Female,40, United-States, <=50K
 Private,10, Married-spouse-absent, Female,35, United-States, <=50K
 Private,9, Never-married, Female,40, Cuba, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,6, Married-civ-spouse, Male,40, United-States, <=50K
 Private,13, Married-civ-spouse, Male,50, United-States, >50K
 Private,11, Married-civ-spouse, Male,40, United-States, <=50K
 Private,9, Divorced, Female,30, United-States, <=50K
 Private,9, Divorced, Male,40, United-States, <=50K
 Private,13, Divorced, Female,5, United-States, <=50K
 Local-gov,6, Married-civ-spouse, Male,40, United-States, <=50K
 Private,12, Never-married, Female,80, United-States, >50K
 Self-emp-not-inc,10, Married-spouse-absent, Female,20, United-States, >50K
 Private,9, Never-married, Male,40, ?, <=50K
 Private,9, Divorced, Female,50, United-States, <=50K
 Private,6, Widowed, Female,56, United-States, <=50K
 Private,10, Married-civ-spouse, Male,40, Germany, <=50K
 Federal-gov,10, Married-civ-spouse, Male,44, United-States, >50K
 Private,10, Never-married, Female,20, United-States, <=50K
 Private,6, Married-civ-spouse, Male,52, United-States, <=50K
 Self-emp-not-inc,11, Married-civ-spouse, Male,50, United-States, <=50K
 Private,9, Never-married, Male,40, United-States, <=50K
 Private,9, Never-married, Male,20, United-States, <=50K
 Private,13, Never-married, Female,37, United-States, <=50K
 Self-emp-not-inc,9, Married-civ-spouse, Male,70, United-States, <=50K
 Private,9, Never-married, Male,40, United-States, <=50K
 Private,5, Married-civ-spouse, Male,40, India, <=50K
 Private,9, Never-married, Male,40, United-States, <=50K
 Local-gov,16, Married-spouse-absent, Female,38, United-States, <=50K
 Federal-gov,13, Married-civ-spouse, Male,38, United-States, <=50K
 Private,13, Never-married, Female,35, United-States, <=50K
 Private,13, Married-civ-spouse, Male,40, Hong, >50K
 Private,7, Separated, Female,40, United-States, <=50K
 Private,9, Never-married, Female,40, United-States, <=50K
 Private,4, Married-civ-spouse, Male,40, United-States, <=50K
 Private,14, Married-civ-spouse, Male,43, United-States, >50K
 Private,10, Never-married, Female,40, United-States, <=50K
 Self-emp-not-inc,9, Married-civ-spouse, Male,45, United-States, <=50K
 Private,13, Married-civ-spouse, Male,50, United-States, <=50K
 Local-gov,14, Never-married, Female,40, United-States, <=50K
 Private,13, Never-married, Male,40, United-States, <=50K
 Private,10, Never-married, Female,50, United-States, <=50K
 Private,10, Married-civ-spouse, Male,40, United-States, <=50K
 Private,13, Never-married, Female,48, United-States, <=50K
 Private,9, Married-civ-spouse, Male,60, United-States, <=50K
 Private,10, Never-married, Female,30, United-States, <=50K
 Private,10, Married-civ-spouse, Male,40, United-States, <=50K
 Private,3, Married-civ-spouse, Male,48, Mexico, <=50K
 Private,13, Never-married, Male,35, United-States, <=50K
 Local-gov,9, Married-civ-spouse, Male,40, United-States, <=50K
 Local-gov,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,7, Married-civ-spouse, Male,40, United-States, <=50K
 Private,8, Never-married, Male,40, United-States, <=50K
 ?,10, Never-married, Male,22, United-States, <=50K
 State-gov,11, Married-civ-spouse, Male,40, United-States, <=50K
 Self-emp-inc,13, Married-civ-spouse, Male,55, United-States, >50K
 Private,10, Never-married, Male,40, United-States, <=50K
 Private,11, Never-married, Female,40, United-States, <=50K
 Private,10, Never-married, Male,25, United-States, <=50K
 Private,13, Married-civ-spouse, Male,35, United-States, <=50K
 Private,9, Never-married, Male,40, United-States, <=50K
 Private,13, Never-married, Female,40, United-States, <=50K
 Self-emp-not-inc,9, Married-civ-spouse, Male,80, United-States, >50K
 Private,8, Married-civ-spouse, Male,40, Dominican-Republic, <=50K
 Private,4, Widowed, Female,99, ?, <=50K
 Private,10, Married-civ-spouse, Male,44, United-States, >50K
 Private,9, Married-civ-spouse, Male,40, United-States, >50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,13, Married-civ-spouse, Male,50, United-States, >50K
 Private,13, Never-married, Male,50, United-States, <=50K
 ?,12, Widowed, Female,40, United-States, <=50K
 Private,9, Divorced, Male,40, United-States, <=50K
 Private,10, Married-civ-spouse, Male,45, United-States, >50K
 Private,9, Never-married, Female,40, United-States, <=50K
 ?,10, Never-married, Male,40, United-States, <=50K
 Private,12, Married-civ-spouse, Male,40, United-States, >50K
 ?,10, Married-civ-spouse, Male,20, United-States, <=50K
 Private,13, Never-married, Male,40, United-States, >50K
 Private,9, Married-civ-spouse, Male,40, Dominican-Republic, <=50K
 Private,9, Never-married, Female,40, United-States, <=50K
 Private,9, Divorced, Female,30, United-States, <=50K
 Private,13, Married-civ-spouse, Male,40, United-States, <=50K
 Self-emp-not-inc,2, Never-married, Male,65, United-States, <=50K
 Self-emp-inc,10, Never-married, Female,35, United-States, <=50K
 ?,11, Married-civ-spouse, Female,15, United-States, <=50K
 Self-emp-not-inc,13, Never-married, Female,40, United-States, <=50K
 Private,11, Married-civ-spouse, Male,40, United-States, <=50K
 State-gov,13, Divorced, Female,55, United-States, <=50K
 Private,8, Never-married, Female,15, United-States, <=50K
 Private,10, Married-spouse-absent, Female,20, United-States, <=50K
 ?,12, Divorced, Female,35, United-States, <=50K
 Local-gov,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,8, Married-civ-spouse, Male,45, United-States, >50K
 Private,9, Married-civ-spouse, Male,55, United-States, <=50K
 Private,13, Divorced, Female,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, >50K
 ?,10, Separated, Female,25, United-States, <=50K
 Private,9, Divorced, Female,40, United-States, <=50K
 ?,4, Widowed, Female,20, United-States, <=50K
 Private,10, Married-civ-spouse, Male,40, United-States, <=50K
 Private,12, Married-civ-spouse, Male,40, United-States, <=50K
 Self-emp-not-inc,13, Never-married, Male,65, United-States, <=50K
 Self-emp-not-inc,5, Married-civ-spouse, Male,45, United-States, <=50K
 Self-emp-inc,14, Widowed, Female,99, United-States, <=50K
 Private,10, Never-married, Male,28, United-States, <=50K
 ?,9, Married-civ-spouse, Male,40, Puerto-Rico, <=50K
 Private,16, Married-civ-spouse, Male,45, United-States, >50K
 Private,10, Never-married, Male,75, United-States, <=50K
 Private,13, Never-married, Male,40, United-States, <=50K
 Self-emp-not-inc,9, Married-civ-spouse, Male,50, United-States, >50K
 Private,9, Married-civ-spouse, Male,80, United-States, <=50K
 Self-emp-not-inc,9, Married-civ-spouse, Male,24, United-States, <=50K
 Private,13, Married-civ-spouse, Male,44, United-States, <=50K
 Private,14, Married-civ-spouse, Male,40, United-States, >50K
 Local-gov,14, Married-civ-spouse, Female,40, United-States, >50K
 Private,11, Never-married, Male,45, United-States, <=50K
 Private,10, Never-married, Male,40, United-States, <=50K
 Local-gov,10, Married-spouse-absent, Male,50, Germany, <=50K
 Private,14, Divorced, Male,50, United-States, >50K
 Private,14, Never-married, Male,45, United-States, >50K
 Private,12, Divorced, Female,50, United-States, <=50K
 Private,9, Never-married, Male,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, >50K
 Self-emp-not-inc,9, Separated, Male,40, United-States, <=50K
 Local-gov,9, Married-civ-spouse, Male,40, United-States, >50K
 Private,10, Never-married, Male,60, United-States, <=50K
 Private,9, Never-married, Male,40, United-States, <=50K
 Private,13, Never-married, Female,16, United-States, <=50K
 Private,10, Married-spouse-absent, Male,40, United-States, <=50K
 Private,7, Divorced, Female,40, United-States, <=50K
 Private,13, Never-married, Male,40, United-States, <=50K
 ?,10, Never-married, Male,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,10, Divorced, Female,12, United-States, <=50K
 Self-emp-not-inc,9, Married-civ-spouse, Male,48, United-States, <=50K
 ?,5, Never-married, Male,40, United-States, <=50K
 Local-gov,13, Never-married, Male,40, United-States, <=50K
 Private,10, Divorced, Male,40, United-States, >50K
 Private,13, Separated, Female,50, United-States, >50K
 ?,9, Married-civ-spouse, Male,1, United-States, >50K
 Without-pay,9, Married-civ-spouse, Male,20, United-States, <=50K
 Private,10, Married-civ-spouse, Male,40, United-States, >50K
 Local-gov,11, Divorced, Female,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, >50K
 Private,6, Married-civ-spouse, Male,40, United-States, <=50K
 Private,9, Widowed, Female,48, United-States, <=50K
 Federal-gov,13, Married-civ-spouse, Male,40, United-States, >50K
 Private,11, Married-civ-spouse, Male,40, United-States, <=50K
 Private,13, Married-civ-spouse, Male,40, United-States, <=50K
 Federal-gov,14, Never-married, Male,40, United-States, <=50K
 Local-gov,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,9, Never-married, Male,10, United-States, <=50K
 Private,7, Married-civ-spouse, Male,40, United-States, <=50K
 Private,9, Never-married, Female,40, United-States, <=50K
 Private,10, Never-married, Female,40, United-States, <=50K
 Self-emp-inc,4, Married-civ-spouse, Male,50, United-States, >50K
 State-gov,14, Married-civ-spouse, Male,60, United-States, >50K
 Self-emp-not-inc,9, Married-civ-spouse, Male,30, United-States, <=50K
 State-gov,9, Never-married, Male,38, United-States, >50K
 Private,10, Never-married, Male,25, United-States, <=50K
 Private,14, Married-civ-spouse, Male,40, United-States, >50K
 ?,6, Never-married, Male,40, United-States, <=50K
 Self-emp-not-inc,12, Married-civ-spouse, Male,40, United-States, <=50K
 Private,12, Married-civ-spouse, Male,40, United-States, >50K
 Private,11, Divorced, Female,40, Columbia, <=50K
 Private,14, Married-civ-spouse, Male,55, United-States, >50K
 ?,10, Never-married, Female,43, United-States, <=50K
 Private,4, Married-civ-spouse, Male,40, United-States, <=50K
 Local-gov,11, Married-civ-spouse, Male,40, United-States, <=50K
 Private,4, Never-married, Male,35, United-States, <=50K
 Private,10, Never-married, Female,40, United-States, <=50K
 Private,13, Never-married, Female,40, United-States, <=50K
 ?,10, Married-civ-spouse, Male,10, United-States, >50K
 Private,9, Divorced, Male,40, United-States, >50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,10, Divorced, Male,40, United-States, <=50K
 Private,11, Never-married, Male,25, United-States, <=50K
 Federal-gov,9, Separated, Female,40, United-States, <=50K
 Private,8, Married-civ-spouse, Male,40, United-States, <=50K
 Private,10, Never-married, Female,30, United-States, <=50K
 Private,10, Never-married, Female,38, United-States, <=50K
 Private,9, Divorced, Female,40, Cuba, <=50K
 Private,4, Married-civ-spouse, Male,40, United-States, <=50K
 Private,9, Married-civ-spouse, Female,18, United-States, <=50K
 Self-emp-not-inc,9, Never-married, Female,6, United-States, <=50K
 Private,10, Divorced, Male,55, United-States, <=50K
 Local-gov,9, Married-civ-spouse, Male,40, United-States, <=50K
 Local-gov,14, Widowed, Female,40, United-States, >50K
 Federal-gov,10, Never-married, Female,40, United-States, <=50K
 Private,4, Never-married, Male,50, United-States, <=50K
 Private,9, Never-married, Female,40, United-States, <=50K
 Self-emp-not-inc,13, Divorced, Male,15, United-States, <=50K
 Private,14, Never-married, Male,70, United-States, <=50K
 Private,13, Married-civ-spouse, Male,50, United-States, >50K
 Private,9, Never-married, Male,40, United-States, >50K
 Private,9, Married-civ-spouse, Male,68, United-States, <=50K
 Private,11, Married-civ-spouse, Male,40, United-States, >50K
 Local-gov,13, Divorced, Male,40, United-States, <=50K
 Private,13, Divorced, Female,45, United-States, <=50K
 Federal-gov,9, Married-civ-spouse, Male,40, United-States, >50K
 Private,9, Never-married, Female,28, United-States, <=50K
 Private,15, Married-civ-spouse, Male,40, United-States, >50K
 Private,11, Divorced, Female,40, United-States, >50K
 Private,11, Married-civ-spouse, Male,40, United-States, >50K
 Private,6, Married-civ-spouse, Female,30, Japan, >50K
 Private,5, Never-married, Male,40, United-States, <=50K
 Local-gov,13, Never-married, Female,50, United-States, <=50K
 Private,10, Never-married, Female,40, United-States, >50K
 Private,10, Never-married, Male,40, United-States, <=50K
 Private,13, Never-married, Female,60, United-States, >50K
 Private,11, Never-married, Male,40, United-States, <=50K
 Federal-gov,10, Divorced, Female,40, United-States, >50K
 Self-emp-not-inc,10, Married-civ-spouse, Male,25, United-States, <=50K
 Private,10, Divorced, Female,25, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, >50K
 Local-gov,13, Married-civ-spouse, Male,40, United-States, <=50K
 Private,10, Never-married, Male,15, United-States, <=50K
 Private,14, Married-civ-spouse, Male,40, United-States, <=50K
 Private,10, Divorced, Male,40, United-States, <=50K
 Self-emp-inc,13, Married-civ-spouse, Male,50, United-States, >50K
 Private,11, Divorced, Male,40, United-States, <=50K
 Private,10, Never-married, Male,40, United-States, <=50K
 State-gov,12, Never-married, Female,40, Germany, <=50K
 Private,9, Never-married, Female,40, United-States, <=50K
 Private,10, Never-married, Female,24, United-States, <=50K
 Private,4, Married-civ-spouse, Male,40, United-States, <=50K
 ?,10, Married-civ-spouse, Male,40, United-States, <=50K
 Private,14, Married-civ-spouse, Male,45, United-States, >50K
 ?,7, Never-married, Female,20, United-States, <=50K
 Self-emp-inc,15, Married-civ-spouse, Male,40, United-States, >50K
 Self-emp-inc,13, Married-civ-spouse, Male,45, United-States, >50K
 Private,10, Married-civ-spouse, Male,60, United-States, >50K
 Private,13, Married-civ-spouse, Male,60, United-States, >50K
 Private,13, Never-married, Male,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,60, United-States, <=50K
 Self-emp-not-inc,14, Married-civ-spouse, Male,40, United-States, <=50K
 Private,12, Married-civ-spouse, Male,45, United-States, >50K
 Self-emp-not-inc,15, Married-civ-spouse, Male,40, United-States, >50K
 Private,2, Never-married, Male,25, El-Salvador, <=50K
 Private,4, Married-civ-spouse, Male,40, South, <=50K
 Local-gov,11, Divorced, Male,40, United-States, <=50K
 Private,9, Never-married, Male,40, United-States, <=50K
 Private,13, Never-married, Male,40, Poland, <=50K
 Self-emp-not-inc,14, Married-civ-spouse, Male,50, United-States, <=50K
 Private,9, Divorced, Female,30, United-States, <=50K
 Private,9, Never-married, Male,35, United-States, <=50K
 Private,4, Married-civ-spouse, Male,40, United-States, <=50K
 Private,6, Divorced, Female,40, United-States, <=50K
 Local-gov,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,7, Never-married, Male,25, United-States, <=50K
 Local-gov,9, Divorced, Female,40, United-States, <=50K
 Local-gov,9, Married-civ-spouse, Female,40, United-States, <=50K
 Federal-gov,9, Never-married, Female,40, United-States, <=50K
 Self-emp-not-inc,6, Never-married, Male,50, United-States, <=50K
 ?,10, Never-married, Female,30, United-States, <=50K
 Private,9, Widowed, Female,57, United-States, <=50K
 Private,10, Never-married, Male,34, United-States, <=50K
 State-gov,10, Divorced, Female,20, United-States, <=50K
 ?,9, Married-civ-spouse, Female,38, United-States, <=50K
 Private,10, Married-civ-spouse, Male,40, United-States, <=50K
 Private,16, Married-civ-spouse, Male,50, United-States, >50K
 Private,9, Married-civ-spouse, Male,40, China, <=50K
